                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5062,                 5.1903,                 1.7733,                0.00036,                    0.2,                0.00474,                0.00237,                 4.0673,                  9.025,                 3.2752,              1.111e-05,              1.111e-05,              1.111e-05
